,ResponseID,SchoolRated,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q17_6,Q17_7,Q17_8,Q17_9,Q17_10,Q17_11,Q17_12,Q17_13,Q17_14,Q17_15,Q17_16,Q17_17,Q17_18,Q17_19,Q17_20,Q17_21,Q17_22,Q17_23,Q17_24,Q17_25,Q17_26,Q17_27,Q17_28,Q17_29,Q17_30
167,R_6heQnfPu92toC2x,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5
168,R_6hTZDFpMl6UGfqd,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
169,R_6hTZDFpMl6UGfqd,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
170,R_6iqlCynI00aUe8Z,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
171,R_6iqlCynI00aUe8Z,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
172,R_6iqmkfN6fNlCj0V,4,5,4,4,4,4,3,4,4,4,4,3,4,4,3,4,4,3,4,4,4,3,3,3,3,3,4,3,4,3,3
173,R_6iqmkfN6fNlCj0V,8,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3
174,R_6JAKrdubsJwuNU1,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
175,R_6JAKrdubsJwuNU1,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
176,R_6JqHfSb6kcZCLml,2,1,1,1,1,1,4,4,4,4,4,1,1,1,1,1,5,5,5,4,5,5,5,5,5,5,1,1,1,1,1
177,R_6JqHfSb6kcZCLml,3,1,1,1,1,1,5,5,5,5,5,1,1,1,1,1,4,4,4,4,4,5,5,5,5,5,1,1,1,1,1
178,R_6lrKIiu2qpDYKzz,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
179,R_6lrKIiu2qpDYKzz,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
180,R_6LuiKGAQnuQ0pnf,7,3,3,3,3,3,4,3,5,1,2,3,3,3,3,3,3,3,4,2,2,3,3,3,3,3,4,3,4,3,2
181,R_6LuiKGAQnuQ0pnf,8,3,3,3,3,3,3,4,2,4,5,3,3,3,3,3,2,2,3,4,3,3,3,3,3,3,2,3,2,3,4
182,R_6m7BDo6XYPl9gbP,6,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
183,R_6m7BDo6XYPl9gbP,3,4,3,3,3,3,2,4,4,4,4,4,3,3,3,3,2,3,4,3,3,4,4,3,4,4,4,3,4,2,3
184,R_6mxaamyydtWyvU9,6,3,4,4,4,4,4,3,3,3,3,4,3,3,3,3,3,2,5,3,4,5,3,4,4,4,4,3,4,3,3
185,R_6mxaamyydtWyvU9,4,3,4,4,4,4,3,3,3,3,3,4,3,3,3,3,3,4,5,3,4,5,3,4,4,4,4,3,4,3,3
186,R_6mxUEPhXIgZb7Kd,1,1,5,5,5,5,5,5,1,5,5,5,5,5,3,5,5,2,5,5,5,5,3,5,5,5,5,5,5,3,5
187,R_6mxUEPhXIgZb7Kd,8,1,5,5,5,5,4,5,1,5,5,5,5,5,3,5,5,3,5,5,5,5,4,5,5,5,5,5,5,3,5
188,R_6naAKM07SvK7lK5,1,1,5,5,4,5,3,3,3,3,3,4,3,4,3,3,5,3,3,5,4,5,3,5,3,5,5,2,3,3,4
189,R_6naAKM07SvK7lK5,4,5,4,4,3,5,4,3,5,3,3,3,5,3,3,3,3,3,3,4,4,4,4,3,4,3,4,2,3,3,4
190,R_6Pc7qUl6eRftKjb,4,3,3,3,3,3,5,3,3,4,3,3,3,4,3,3,3,3,3,4,3,3,3,3,3,3,4,3,3,3,3
191,R_6Pc7qUl6eRftKjb,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
192,R_6rGgDYS4a02hkZn,4,4,4,4,4,4,4,4,3,4,4,3,4,3,3,3,4,4,4,4,4,3,3,4,3,4,4,4,3,3,3
193,R_6rGgDYS4a02hkZn,7,4,5,4,5,4,3,5,4,3,4,5,4,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5
194,R_6WH7ygRcUaT29Nz,4,3,3,3,4,3,3,3,4,3,3,4,3,3,3,3,4,4,4,4,3,4,3,4,3,4,4,3,4,3,3
195,R_6WH7ygRcUaT29Nz,3,3,3,3,4,3,3,3,4,3,3,4,3,3,4,3,2,4,4,4,3,4,3,4,3,4,3,3,4,3,3
196,R_6XMNixDu8pkxR1r,4,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5
197,R_6XMNixDu8pkxR1r,8,2,5,5,5,5,2,5,2,5,4,4,2,5,5,5,3,4,4,3,5,5,4,4,5,5,5,5,5,3,3
198,R_6zMc368y6U7hYot,4,5,4,5,5,4,5,4,5,5,5,4,5,5,3,4,4,4,4,5,5,5,5,5,5,5,5,4,5,2,4
199,R_6zMc368y6U7hYot,5,5,5,5,5,5,4,4,2,5,5,4,2,5,3,4,5,4,4,4,5,5,5,5,5,5,5,4,5,4,4
200,R_6zNnNoJeGoYN75X,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
201,R_6zNnNoJeGoYN75X,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
202,R_72vcUxCJE1aOZbT,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
203,R_72vcUxCJE1aOZbT,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
204,R_73cLnJtgPGXzufj,2,3,3,2,2,3,3,2,2,3,2,3,4,3,2,3,3,3,4,3,3,3,3,2,2,3,3,3,2,3,2
205,R_73cLnJtgPGXzufj,7,4,3,4,4,4,4,4,4,4,3,4,4,5,4,4,4,4,4,3,3,5,2,2,2,2,4,4,3,4,5
206,R_73P9Sb7XzamzIq1,6,5,5,5,5,5,5,5,3,5,5,4,3,4,3,5,4,4,4,4,4,5,4,5,5,5,5,3,4,4,5
207,R_73P9Sb7XzamzIq1,4,4,4,4,4,3,4,3,5,4,5,4,4,4,3,4,4,4,4,4,4,4,3,4,3,4,3,3,4,4,3
208,R_7PUusCdyMjelNaZ,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
209,R_7PUusCdyMjelNaZ,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
210,R_801f2CnoYSqid37,4,1,4,4,4,4,2,4,3,3,4,2,2,3,4,4,4,4,4,4,4,4,4,4,3,4,4,2,2,2,2
211,R_801f2CnoYSqid37,2,1,4,4,4,4,2,4,4,4,4,4,2,4,4,5,4,4,4,4,5,4,4,3,3,4,4,4,4,4,4
212,R_82P9ktPHHQxasOV,2,3,4,3,4,4,3,4,3,3,4,3,2,4,3,3,3,3,4,4,4,3,3,4,3,4,3,4,2,3,3
213,R_82P9ktPHHQxasOV,5,4,2,2,3,3,3,2,4,3,2,2,3,3,3,4,3,2,4,2,3,4,3,2,2,3,3,3,4,3,4
214,R_85EZvw0ENRmRtLn,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
215,R_85EZvw0ENRmRtLn,6,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,5,4,4,3,3,5,4,5,4,4,4,4
216,R_86Qtc0M3k7UifD7,1,3,5,5,4,5,5,4,5,5,5,5,5,5,3,4,5,4,4,4,5,5,5,4,5,5,5,5,5,3,4
217,R_86Qtc0M3k7UifD7,7,3,5,5,4,5,4,4,4,4,4,5,5,4,3,5,4,3,3,3,4,5,5,4,5,5,4,4,4,3,3
218,R_86TzRRthpyi4C0J,1,4,5,5,4,3,3,3,4,4,4,5,3,4,4,4,5,4,4,4,4,5,4,4,4,5,5,3,4,3,5
219,R_86TzRRthpyi4C0J,4,5,4,5,4,5,4,3,5,4,4,4,5,4,4,4,4,4,4,5,4,5,4,4,4,5,5,3,4,3,4
220,R_86yG1KX6ZIV1HKJ,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
221,R_86yG1KX6ZIV1HKJ,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
222,R_88GP2O1AgHbfrx3,8,3,5,5,4,3,3,4,4,4,4,5,3,4,3,4,5,3,4,4,3,5,3,5,5,5,5,3,4,3,5
223,R_88GP2O1AgHbfrx3,7,3,5,5,4,3,3,4,4,3,4,5,3,4,3,4,5,3,4,4,3,5,3,5,5,5,5,3,4,3,5
224,R_8f7XjJOfaRkKF5X,2,4,3,5,5,3,5,3,4,5,5,5,3,5,3,5,5,3,3,3,5,4,3,3,5,5,5,3,3,3,5
225,R_8f7XjJOfaRkKF5X,1,4,4,5,5,3,2,3,3,5,5,5,4,5,3,5,5,3,3,3,5,5,3,3,5,5,5,3,3,3,5
226,R_8H6gjLr99vda8El,3,5,5,4,5,3,5,5,5,5,5,4,4,5,5,5,5,5,3,4,5,5,5,5,5,5,5,5,4,5,5
227,R_8H6gjLr99vda8El,4,3,4,3,3,3,5,5,5,5,5,4,5,5,5,5,5,4,3,4,5,5,5,5,5,5,5,5,5,4,5
228,R_8oHivX4VsUKKk8l,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
229,R_8oHivX4VsUKKk8l,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
230,R_8rhJyvlwRQuS7WJ,3,4,3,3,3,3,1,4,4,3,3,4,4,4,4,3,4,4,3,3,3,4,3,3,2,4,4,3,2,3,2
231,R_8rhJyvlwRQuS7WJ,4,4,3,3,2,4,2,3,2,3,3,4,2,3,4,3,5,4,2,3,3,5,3,4,3,4,4,3,4,3,2
232,R_8uAKs1legADboCp,4,3,3,4,3,4,3,3,4,3,4,3,3,3,3,3,4,3,4,3,3,3,3,3,4,3,3,3,3,3,2
233,R_8uAKs1legADboCp,6,3,2,5,4,2,3,3,3,5,3,3,4,4,4,4,4,4,5,3,4,4,4,4,3,4,4,4,4,4,3
234,R_8uBYjDCBdt7a6c5,8,3,5,5,4,5,5,5,3,5,5,5,4,4,3,5,4,4,4,3,5,5,5,4,5,5,5,5,5,3,5
235,R_8uBYjDCBdt7a6c5,3,3,4,4,3,4,3,3,3,3,4,4,4,3,3,4,3,4,4,3,4,4,3,4,4,4,4,4,3,3,3
236,R_8vw8lsAnliVqqDH,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
237,R_8vw8lsAnliVqqDH,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
238,R_8wUuLaeHFcOqsGp,1,4,5,4,5,4,4,4,3,5,5,4,3,4,3,5,5,3,5,4,5,5,4,4,4,5,5,4,3,3,4
239,R_8wUuLaeHFcOqsGp,4,4,5,4,5,4,4,3,4,5,5,4,4,4,3,4,4,3,5,4,5,5,4,4,4,5,5,4,3,3,4
240,R_8xjsRTVoMYOPAzP,2,5,5,5,5,4,5,3,3,5,4,4,4,4,3,5,5,4,5,5,5,5,3,5,5,5,5,3,3,3,5
241,R_8xjsRTVoMYOPAzP,4,5,5,5,5,4,4,3,5,5,3,4,4,4,3,5,4,4,5,5,4,4,3,4,5,4,5,3,3,3,4
242,R_9FvbXxMhzvoNwH3,8,3,5,5,4,4,3,3,2,4,5,5,3,4,4,5,4,5,5,4,5,5,5,5,5,5,5,3,4,4,5
243,R_9FvbXxMhzvoNwH3,1,3,5,5,4,4,2,3,2,4,5,5,3,4,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5
244,R_9M0EEozsFuNbJm5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
245,R_9M0EEozsFuNbJm5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
246,R_9MNwpTKNCbvFzuJ,4,5,5,5,5,4,5,5,5,4,5,5,4,4,3,4,4,5,5,4,5,5,3,5,4,5,5,3,4,4,5
247,R_9MNwpTKNCbvFzuJ,3,4,4,3,4,4,4,4,3,4,3,4,3,4,3,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4
248,R_9N7afeUpmSmQgFn,4,3,5,4,4,4,3,4,4,5,4,5,4,5,3,5,5,4,5,5,3,4,5,4,5,5,3,3,3,4,5
249,R_9N7afeUpmSmQgFn,2,5,3,4,5,3,4,5,5,4,4,5,5,5,4,5,5,4,5,5,5,5,5,5,4,4,3,5,4,4,5
250,R_9npPwJUvDsoQ4aF,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
251,R_9npPwJUvDsoQ4aF,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
252,R_9NXSb5056mXdDpj,7,5,5,5,5,5,5,5,5,4,4,5,4,4,5,5,5,4,4,4,5,5,5,5,5,5,5,2,5,4,4
253,R_9NXSb5056mXdDpj,1,5,5,5,5,5,4,5,5,4,4,5,4,4,5,5,5,4,5,4,5,5,5,5,5,5,5,2,5,4,4
254,R_9po8aP2t0PV1lhH,3,3,2,1,3,1,4,4,3,4,4,4,5,3,4,4,2,3,2,2,4,3,3,3,3,4,3,3,4,3,3
255,R_9po8aP2t0PV1lhH,4,2,3,2,3,2,3,2,1,2,2,3,2,2,1,3,3,3,2,2,1,2,2,2,2,2,3,4,3,4,2
256,R_9SwzELDHaU3DWXr,2,4,4,4,4,4,5,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,3,3,4
257,R_9SwzELDHaU3DWXr,4,4,4,4,4,4,5,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,3,3,4
258,R_9ueU0uas9qUqTrL,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4
259,R_9ueU0uas9qUqTrL,6,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
260,R_9vGeGSuEuBBWnTT,2,3,4,4,4,3,4,4,3,4,4,4,4,4,3,5,4,4,4,4,4,4,4,5,4,5,5,4,5,4,5
261,R_9vGeGSuEuBBWnTT,4,4,5,5,4,4,5,3,4,4,4,4,5,4,3,4,3,4,4,4,5,4,4,5,5,4,5,4,5,4,4
262,R_9X0KZbZSwMchVFX,2,3,2,3,2,2,5,4,3,3,2,3,3,4,3,3,2,1,3,4,3,4,3,4,1,2,4,3,1,3,4
263,R_9X0KZbZSwMchVFX,3,2,4,2,4,5,4,3,5,2,4,4,5,3,5,5,4,5,3,1,2,1,4,2,5,3,3,3,3,4,4
264,R_9ZG4OnzkSVSoAfj,8,3,5,4,3,5,5,3,4,4,5,4,4,5,3,5,5,3,4,4,3,5,3,5,4,5,5,2,3,2,5
265,R_9ZG4OnzkSVSoAfj,5,3,5,4,3,4,5,3,3,4,4,4,4,4,3,4,5,3,4,4,3,4,3,5,3,4,4,2,3,2,4
266,R_9zqtIqjHuo4TFpb,8,3,5,5,5,5,4,3,3,5,5,4,5,4,3,5,5,5,5,4,4,5,3,4,5,5,5,3,5,3,5
267,R_9zqtIqjHuo4TFpb,5,3,5,4,5,5,4,3,3,5,5,4,4,3,3,5,4,3,4,4,4,4,5,4,4,4,5,3,5,3,3
268,R_9ztC1w3uFudrIcR,7,3,5,5,5,4,4,4,4,5,5,5,3,5,3,4,3,4,5,4,4,4,3,5,5,5,5,3,3,3,4
269,R_9ztC1w3uFudrIcR,8,3,5,5,5,5,5,4,5,5,5,5,3,5,3,5,3,4,5,4,5,5,3,5,5,5,5,3,3,3,4
270,R_a2Jq0cDHVkiaBvv,2,3,5,5,5,5,4,4,5,4,4,5,2,5,5,5,5,3,3,5,4,5,5,5,4,5,5,5,5,5,5
271,R_a2Jq0cDHVkiaBvv,4,3,4,5,4,4,4,4,5,4,4,5,2,5,5,5,4,3,3,3,4,4,5,5,4,5,5,5,5,5,5
272,R_a2w48jLfQWMZ13L,3,4,4,4,4,4,2,4,3,1,2,2,4,3,5,3,2,3,3,4,1,4,5,4,5,3,3,4,3,4,2
273,R_a2w48jLfQWMZ13L,5,4,4,4,4,4,2,1,5,3,4,4,2,1,3,2,3,1,3,2,3,3,3,5,3,5,3,4,2,4,4
274,R_a3IZdtEwcLa3S3b,1,4,5,5,3,3,5,4,3,4,5,3,3,5,3,4,5,3,3,3,5,5,3,3,4,5,4,4,4,3,5
275,R_a3IZdtEwcLa3S3b,7,4,5,5,3,3,5,4,3,4,4,4,3,5,3,4,4,3,3,4,4,5,3,3,4,5,4,4,4,3,3
276,R_a8VFqCJe3MXY2rz,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
277,R_a8VFqCJe3MXY2rz,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
278,R_a9SvaBIhC4gPzZb,5,2,4,5,4,4,2,4,4,4,5,5,2,4,3,4,4,4,4,4,4,5,3,4,4,5,5,2,4,3,5
279,R_a9SvaBIhC4gPzZb,8,2,5,5,5,5,2,4,2,5,5,5,2,4,3,5,5,4,4,5,5,5,3,5,5,5,5,2,5,3,5
280,R_aaEXwx8kpxcVxf7,3,3,4,4,4,4,3,3,4,4,5,4,5,4,3,4,4,4,4,5,5,4,3,4,4,4,4,3,3,3,3
281,R_aaEXwx8kpxcVxf7,7,3,5,5,5,4,4,3,4,4,4,4,4,4,3,4,4,4,5,4,5,5,3,5,4,4,5,3,3,3,3
282,R_aeKwKEiuvV0BYk5,5,3,3,3,3,3,3,3,3,3,3,1,1,1,3,1,3,3,3,3,3,1,1,1,1,1,3,3,3,3,3
283,R_aeKwKEiuvV0BYk5,8,3,3,3,3,3,3,3,3,3,3,1,1,1,3,1,3,3,3,3,3,1,1,1,1,1,3,3,3,3,3
284,R_agEZPNM9rFceV81,5,3,4,4,4,4,4,3,3,4,3,5,4,4,3,3,4,4,4,4,5,5,3,4,5,5,5,3,4,3,4
285,R_agEZPNM9rFceV81,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
286,R_aV4hVWj7hinBdOJ,8,3,4,5,4,5,4,4,4,3,4,4,4,4,2,5,5,4,3,4,5,5,3,5,4,3,5,4,4,3,5
287,R_aV4hVWj7hinBdOJ,7,2,5,5,4,4,4,4,3,3,4,5,3,3,1,5,5,4,4,4,5,5,3,5,3,4,5,4,4,3,5
288,R_aXygpRP99K6RVjf,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
289,R_aXygpRP99K6RVjf,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
290,R_aYlFgozUfO17CKN,4,5,5,5,5,5,5,3,5,3,5,5,3,3,3,5,5,5,5,5,5,5,3,5,5,5,5,5,5,3,5
291,R_aYlFgozUfO17CKN,8,5,5,5,5,5,5,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5
292,R_aYsfsMZV3pz7vUx,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5
293,R_aYsfsMZV3pz7vUx,7,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,4,5,4,4,5,5,5,5,5
294,R_b1Lf8mARQRa8Spv,5,3,4,5,4,4,4,4,4,5,4,4,2,4,3,5,4,4,5,4,5,5,4,5,4,4,5,3,4,3,4
295,R_b1Lf8mARQRa8Spv,6,3,4,4,4,4,5,3,4,4,4,4,2,3,3,4,4,3,4,4,4,4,4,4,3,4,3,3,3,3,3
296,R_b3nBkd23s4FPCrH,7,2,5,4,4,4,5,5,3,4,4,5,4,4,4,5,4,5,5,5,5,5,4,5,5,5,5,4,5,4,3
297,R_b3nBkd23s4FPCrH,8,2,5,5,4,3,3,5,3,4,4,5,4,4,4,5,4,5,4,5,5,5,4,5,5,5,5,4,5,4,3
298,R_b45X2SPyp4AwyYR,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
299,R_b45X2SPyp4AwyYR,8,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
300,R_b4bal3wWkERPrWl,1,2,4,4,3,4,4,4,3,4,4,4,2,3,3,5,5,3,3,3,3,5,3,4,2,5,5,4,4,3,3
301,R_b4bal3wWkERPrWl,7,2,4,4,5,4,4,4,3,4,4,4,2,3,3,5,5,3,4,3,3,5,4,4,2,4,5,4,4,3,4
302,R_b90xEDEWZ39HP9P,2,4,4,3,3,4,5,4,4,4,4,4,3,4,4,3,3,4,3,4,4,3,4,4,4,4,4,4,4,4,3
303,R_b90xEDEWZ39HP9P,8,5,5,5,5,5,4,5,4,5,4,5,5,4,4,4,5,5,4,4,4,4,5,4,4,4,4,5,5,4,4
304,R_bC2TncamKMpQaQl,2,2,4,4,3,4,5,5,5,5,5,5,4,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4
305,R_bC2TncamKMpQaQl,7,1,5,5,5,5,3,5,5,5,5,5,5,5,3,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5
306,R_bC8MrNCC3hgpJA1,1,4,4,4,4,4,4,5,3,5,5,5,5,5,5,5,5,4,5,4,4,5,3,5,4,4,4,4,4,4,4
307,R_bC8MrNCC3hgpJA1,4,4,4,4,4,4,3,3,3,5,4,4,5,4,5,5,4,4,4,4,4,3,3,4,3,4,4,4,4,4,4
308,R_bdbqyXxnKaM12Hr,5,4,4,5,4,5,4,3,3,3,4,4,3,3,3,3,3,3,4,3,4,5,3,5,4,4,4,3,4,3,4
309,R_bdbqyXxnKaM12Hr,6,4,4,5,4,4,4,3,3,3,4,4,3,3,3,3,3,3,4,3,4,5,3,5,4,4,4,3,5,3,4
310,R_bEfValxS3zhQVvf,5,2,4,4,4,4,2,3,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,2,4,3,3
311,R_bEfValxS3zhQVvf,8,2,5,5,4,5,5,2,5,5,5,4,5,4,4,5,5,4,4,5,5,5,5,5,5,5,5,4,5,3,1
312,R_bEiHGwOoKaElP1z,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
313,R_bEiHGwOoKaElP1z,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
314,R_bHlFWX2BwlQf9TD,1,4,5,5,5,5,3,3,3,5,4,5,4,4,2,5,5,4,5,4,5,5,3,5,5,5,5,4,4,1,5
315,R_bHlFWX2BwlQf9TD,8,4,5,5,5,5,3,3,3,5,4,5,4,4,2,3,5,5,5,4,5,4,3,5,4,5,5,4,4,1,4
316,R_bHMFSQTjHZr6TpX,3,3,3,5,5,2,4,2,4,5,3,1,4,2,5,3,3,3,5,3,4,5,4,3,2,1,3,2,4,1,3
317,R_bHMFSQTjHZr6TpX,6,4,5,3,2,2,4,1,3,4,2,2,3,4,1,2,4,3,5,3,2,2,4,5,3,3,2,2,3,4,3
318,R_bId0UdHJRAbECJn,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
319,R_bId0UdHJRAbECJn,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
320,R_bj6kk3LV4Vx5val,2,3,5,5,5,3,5,3,2,3,5,5,2,3,3,5,5,3,5,3,5,5,3,5,5,5,5,2,3,3,5
321,R_bj6kk3LV4Vx5val,7,3,5,5,5,3,2,5,2,3,5,5,2,3,3,5,5,3,5,3,5,5,3,5,5,5,5,2,3,3,5
322,R_bJYP3efDUN13xyJ,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
323,R_bJYP3efDUN13xyJ,7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
324,R_bk3c9T2vpJtj6V7,1,3,5,5,5,5,5,5,3,5,5,3,3,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
325,R_bk3c9T2vpJtj6V7,7,3,5,5,5,5,5,5,3,5,5,3,3,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
326,R_bK5JDlnDrwuQLJz,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
327,R_bK5JDlnDrwuQLJz,8,4,5,5,5,5,4,3,3,5,3,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5,3,5,3,5
328,R_bkY9zUwCse4yGSp,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
329,R_bkY9zUwCse4yGSp,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
330,R_bNJxCzUuVlzlEep,2,5,5,5,5,5,4,5,5,5,5,4,4,5,3,4,5,5,4,5,4,4,5,5,5,3,3,4,5,4,5
331,R_bNJxCzUuVlzlEep,6,5,4,5,4,4,3,5,5,5,5,5,5,5,4,4,5,5,5,5,5,4,2,3,5,4,5,4,5,5,5
332,R_bNRL2ieiTYvQiTr,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3
333,R_bNRL2ieiTYvQiTr,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
334,R_bqPDgbdHoCWcWqh,8,4,5,5,5,3,5,3,5,5,5,5,3,5,5,5,5,5,5,4,5,5,3,5,5,5,5,4,5,5,3
335,R_bqPDgbdHoCWcWqh,1,2,5,5,5,3,5,3,5,5,5,5,3,5,5,5,5,5,5,4,5,5,3,5,5,5,5,4,5,5,3
