,ResponseID,SchoolRated,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q17_6,Q17_7,Q17_8,Q17_9,Q17_10,Q17_11,Q17_12,Q17_13,Q17_14,Q17_15,Q17_16,Q17_17,Q17_18,Q17_19,Q17_20,Q17_21,Q17_22,Q17_23,Q17_24,Q17_25,Q17_26,Q17_27,Q17_28,Q17_29,Q17_30
290,R_aYlFgozUfO17CKN,4,5,5,5,5,5,5,3,5,3,5,5,3,3,3,5,5,5,5,5,5,5,3,5,5,5,5,5,5,3,5
291,R_aYlFgozUfO17CKN,8,5,5,5,5,5,5,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5
292,R_aYsfsMZV3pz7vUx,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5
295,R_b1Lf8mARQRa8Spv,6,3,4,4,4,4,5,3,4,4,4,4,2,3,3,4,4,3,4,4,4,4,4,4,3,4,3,3,3,3,3
297,R_b3nBkd23s4FPCrH,8,2,5,5,4,3,3,5,3,4,4,5,4,4,4,5,4,5,4,5,5,5,4,5,5,5,5,4,5,4,3
299,R_b45X2SPyp4AwyYR,8,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
300,R_b4bal3wWkERPrWl,1,2,4,4,3,4,4,4,3,4,4,4,2,3,3,5,5,3,3,3,3,5,3,4,2,5,5,4,4,3,3
303,R_b90xEDEWZ39HP9P,8,5,5,5,5,5,4,5,4,5,4,5,5,4,4,4,5,5,4,4,4,4,5,4,4,4,4,5,5,4,4
306,R_bC8MrNCC3hgpJA1,1,4,4,4,4,4,4,5,3,5,5,5,5,5,5,5,5,4,5,4,4,5,3,5,4,4,4,4,4,4,4
307,R_bC8MrNCC3hgpJA1,4,4,4,4,4,4,3,3,3,5,4,4,5,4,5,5,4,4,4,4,4,3,3,4,3,4,4,4,4,4,4
309,R_bdbqyXxnKaM12Hr,6,4,4,5,4,4,4,3,3,3,4,4,3,3,3,3,3,3,4,3,4,5,3,5,4,4,4,3,5,3,4
311,R_bEfValxS3zhQVvf,8,2,5,5,4,5,5,2,5,5,5,4,5,4,4,5,5,4,4,5,5,5,5,5,5,5,5,4,5,3,1
312,R_bEiHGwOoKaElP1z,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
313,R_bEiHGwOoKaElP1z,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
314,R_bHlFWX2BwlQf9TD,1,4,5,5,5,5,3,3,3,5,4,5,4,4,2,5,5,4,5,4,5,5,3,5,5,5,5,4,4,1,5
315,R_bHlFWX2BwlQf9TD,8,4,5,5,5,5,3,3,3,5,4,5,4,4,2,3,5,5,5,4,5,4,3,5,4,5,5,4,4,1,4
317,R_bHMFSQTjHZr6TpX,6,4,5,3,2,2,4,1,3,4,2,2,3,4,1,2,4,3,5,3,2,2,4,5,3,3,2,2,3,4,3
318,R_bId0UdHJRAbECJn,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
322,R_bJYP3efDUN13xyJ,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
324,R_bk3c9T2vpJtj6V7,1,3,5,5,5,5,5,5,3,5,5,3,3,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
327,R_bK5JDlnDrwuQLJz,8,4,5,5,5,5,4,3,3,5,3,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5,3,5,3,5
329,R_bkY9zUwCse4yGSp,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
331,R_bNJxCzUuVlzlEep,6,5,4,5,4,4,3,5,5,5,5,5,5,5,4,4,5,5,5,5,5,4,2,3,5,4,5,4,5,5,5
333,R_bNRL2ieiTYvQiTr,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
334,R_bqPDgbdHoCWcWqh,8,4,5,5,5,3,5,3,5,5,5,5,3,5,5,5,5,5,5,4,5,5,3,5,5,5,5,4,5,5,3
335,R_bqPDgbdHoCWcWqh,1,2,5,5,5,3,5,3,5,5,5,5,3,5,5,5,5,5,5,4,5,5,3,5,5,5,5,4,5,5,3
337,R_bqqFTbFDxXWch1z,4,4,4,4,3,4,5,3,4,4,3,3,4,3,3,4,3,4,3,4,4,4,3,4,4,3,4,3,3,3,4
339,R_brN10XJq8ahdB5j,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
340,R_cCNj2ygU7Wg7cMJ,1,3,5,5,4,5,3,5,3,5,4,5,3,4,3,5,5,4,4,5,5,5,3,5,5,5,5,3,4,3,5
341,R_cCNj2ygU7Wg7cMJ,8,3,5,5,4,5,3,5,3,5,4,5,3,4,3,5,5,4,4,5,5,5,3,5,5,5,5,3,4,3,5
342,R_cHErRyIFKqDAFLL,1,5,5,5,5,5,4,4,5,5,5,5,5,5,4,5,5,5,5,4,5,5,3,5,5,5,5,4,5,5,5
343,R_cHErRyIFKqDAFLL,6,4,4,4,4,4,5,4,5,4,4,5,5,5,4,5,4,4,4,4,4,4,3,4,5,4,4,4,5,5,4
345,R_cHhql8rnPTkbVxr,4,3,3,3,3,3,3,3,3,2,4,3,3,3,3,4,3,4,4,3,4,4,4,3,3,3,4,2,3,3,3
346,R_cMvZWgqmHZV4GcB,1,3,5,5,5,5,3,2,5,4,4,4,3,4,3,5,5,4,5,4,5,5,3,5,3,5,5,1,4,3,5
349,R_cMyJTpt6yZkWWcB,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
350,R_cTSR47p1rcXwvdP,8,2,5,5,5,5,5,3,2,5,5,5,2,5,3,5,5,5,5,3,5,5,3,5,5,5,5,2,5,3,5
353,R_cuo31lig1l8NeuN,8,3,4,4,4,4,3,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5
355,R_cV0Jm3sl3yaw96d,6,5,5,5,5,5,4,4,5,4,4,4,4,3,3,3,5,5,5,5,5,5,4,4,5,5,5,3,3,3,5
357,R_d0Vd6hehLvw5GyF,6,2,3,2,1,3,2,3,3,4,3,3,2,3,4,3,3,5,3,1,2,3,2,3,1,5,1,4,2,2,3
359,R_d4mIYr81kUxe5JH,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
360,R_d4PG9zqRtJGwwct,8,5,5,5,5,5,4,3,4,5,2,5,3,5,4,4,5,5,5,5,4,4,3,3,4,4,5,5,5,5,4
361,R_d4PG9zqRtJGwwct,6,3,3,3,3,3,4,3,4,2,3,3,4,3,4,4,3,3,3,3,4,3,3,4,3,4,3,4,3,4,3
363,R_d5aiOM8WDp5NuTj,4,5,4,5,5,5,5,5,5,5,5,5,5,2,4,4,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5
366,R_dhxSw6Z6aOFNds1,6,2,4,4,4,4,4,3,4,3,4,5,3,4,5,4,4,4,4,4,4,4,4,4,4,4,3,1,3,2,3
368,R_diptqHZH5jSaMFD,4,5,4,4,4,4,1,3,5,3,3,3,5,1,3,4,4,4,2,4,4,4,3,4,3,3,5,3,3,2,3
370,R_dmt7UFGELqRBUEd,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
371,R_dmt7UFGELqRBUEd,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
374,R_dpoxnFJCA0HxEVL,6,3,4,4,3,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,4,3,4,4,4,4,3,3,3,3
377,R_e41YK5BLHiRtyOV,8,4,3,4,4,4,4,4,5,4,3,3,3,4,4,3,5,4,4,4,4,4,5,4,3,5,3,4,3,4,4
378,R_e5oUOJbEEpLeXRz,1,5,5,2,5,5,5,5,5,5,5,5,5,5,4,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5
379,R_e5oUOJbEEpLeXRz,8,5,5,2,5,5,5,5,5,5,5,5,5,5,4,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5
381,R_eECBUXDh760vkqx,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
382,R_egJJtz76TkB7UFv,4,4,4,4,4,4,5,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
383,R_egJJtz76TkB7UFv,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
384,R_eh9IVknQt1RVbH7,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
385,R_eh9IVknQt1RVbH7,4,5,5,5,5,5,4,4,5,4,4,5,4,5,4,4,5,4,4,4,5,5,4,4,4,4,4,5,4,5,5
386,R_eJ8l6IovtRgCPeB,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
389,R_eLq8A9bx0JEs3UF,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
390,R_eR5GyT7IVxyJZit,4,4,5,4,4,4,4,3,5,4,3,3,4,5,3,4,3,5,5,5,3,5,3,5,4,3,3,3,3,3,3
392,R_eRL2FWAK0pviOOx,6,4,4,4,4,4,4,3,3,3,4,4,4,4,3,4,3,4,4,3,4,4,3,4,3,4,4,3,4,4,4
395,R_eS5ocgva1X6tyi9,4,4,4,5,5,5,4,4,3,4,5,5,5,4,4,5,4,5,5,3,5,5,4,5,4,5,5,3,4,4,4
396,R_eswljMGlwwnDnKd,6,4,4,4,4,5,5,5,4,4,4,4,3,4,4,4,4,5,4,4,4,5,5,4,4,5,5,4,4,4,4
399,R_esWvIhU35eaYXLT,8,2,4,4,4,4,5,4,3,5,3,5,3,5,3,5,5,5,5,5,5,5,4,5,5,5,4,3,3,4,4
400,R_etkOlB8c8FIAA4Z,1,3,4,4,3,4,4,3,3,4,4,5,3,5,5,5,5,4,5,4,4,5,5,5,4,5,5,3,5,3,4
401,R_etkOlB8c8FIAA4Z,6,3,4,4,3,4,5,3,3,4,4,5,3,5,4,5,5,4,5,4,4,5,5,5,4,5,5,3,5,3,4
402,R_eWGZTO9JXQzF5Y1,4,4,4,4,4,4,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
403,R_eWGZTO9JXQzF5Y1,6,4,4,4,4,4,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,4,4,4,5,4
404,R_eWnDXFaEVmVQc6N,1,4,4,4,4,4,5,3,5,4,4,4,4,4,4,3,5,4,5,5,4,5,4,5,3,4,4,3,4,3,5
405,R_eWnDXFaEVmVQc6N,8,3,4,5,4,4,5,3,4,4,4,4,4,4,4,3,5,4,4,5,4,5,4,4,3,4,5,3,4,3,5
407,R_ez0KAbEBqFBhde5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
408,SS_0CnpgNdginqFK6x,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
410,SS_3aC8kY53NvulOCN,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
413,SS_51Icuc2mNjFkt8h,4,4,3,4,4,3,4,4,4,4,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3
414,SS_73399mgtyYdIahf,1,4,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4,3,3,3,3,3
415,SS_73399mgtyYdIahf,4,4,3,3,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,3,4,4,4,3,3,3,3,3
418,SS_9nQb4iC8793fMxL,8,4,5,4,4,5,4,4,4,4,4,3,4,4,3,4,3,4,4,4,4,4,4,5,5,4,4,3,3,3,4
420,SS_9XZ8NzuQ0pQWuep,4,3,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,3,3,4,2,4,4,4
421,SS_9XZ8NzuQ0pQWuep,8,3,5,5,3,4,5,2,4,5,4,4,4,4,4,4,4,5,3,4,5,4,4,4,2,3,5,1,4,4,4
422,SS_bsmnTKUa5Z61AYR,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
423,SS_bsmnTKUa5Z61AYR,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
424,SS_eRwiKbD0r5s9vpz,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
426,R_00BqyLGVJhsIP65,4,5,5,5,5,5,5,4,4,5,4,5,3,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4
429,R_02EHLSWwQ3iHbrD,4,3,3,4,4,3,5,3,5,5,4,3,3,3,3,3,4,4,4,3,4,5,3,5,5,5,4,3,5,5,4
431,R_02JUB4gOyESB26h,4,5,5,5,5,5,5,4,3,5,4,4,2,5,4,5,5,5,5,5,5,5,2,5,3,5,4,2,4,3,4
433,R_07iAxFKHr55l7bT,4,3,5,4,4,4,5,4,5,4,3,4,4,3,3,4,3,4,3,5,4,4,4,4,3,4,4,3,4,3,4
434,R_07LGb2QENBxIjDT,4,5,5,4,4,4,4,3,4,4,4,4,4,4,3,3,4,5,3,5,5,4,3,4,4,4,5,4,4,3,3
436,R_08JXjBmQOcbJ77L,4,4,3,5,5,4,4,3,3,3,4,4,4,3,3,4,4,4,4,3,4,4,4,4,3,4,4,3,4,3,3
438,R_0Bf1MPgUaK13gKF,8,3,4,5,4,3,4,3,2,5,5,4,4,3,1,5,5,4,4,5,5,5,4,5,4,5,5,3,4,2,5
439,R_0Bf1MPgUaK13gKF,4,3,4,5,4,4,4,3,4,4,4,3,5,3,3,4,3,4,5,5,4,5,4,5,4,5,5,3,4,2,3
441,R_0BqL9UXO6CVxQG1,4,4,5,5,5,5,5,3,4,5,4,3,4,3,3,5,4,5,3,5,5,5,3,5,4,4,5,3,4,3,3
442,R_0cFdCLzuidDk6Hj,4,5,4,5,4,4,3,3,4,4,5,4,4,3,3,5,4,5,4,4,4,4,5,4,5,4,4,3,5,3,4
443,R_0cFdCLzuidDk6Hj,8,3,3,5,4,4,3,4,3,3,4,4,3,4,3,5,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4
444,R_0d1g0XXi6pe9Grr,1,4,5,5,4,5,4,3,2,4,4,4,4,3,4,4,5,5,5,5,5,5,4,4,4,4,5,3,3,3,4
445,R_0d1g0XXi6pe9Grr,4,5,5,4,5,4,5,4,5,3,4,4,4,3,3,4,4,4,5,4,4,3,4,3,4,3,4,3,3,3,3
446,R_0dpTVLxNDKyf2xn,4,4,5,5,5,4,5,3,5,5,4,5,3,5,3,5,4,5,3,4,5,5,4,5,4,5,5,3,5,4,5
449,R_0drBNjxIZJcNCZf,4,3,3,3,3,3,3,3,4,3,3,3,3,4,3,3,3,3,3,3,3,4,3,3,4,4,3,3,3,3,3
450,R_0DsLbD7XJvhsC2x,4,5,5,5,5,4,5,2,4,4,5,3,4,3,3,5,4,4,3,4,4,5,3,5,5,4,5,1,3,3,4
451,R_0DsLbD7XJvhsC2x,8,5,5,5,5,5,5,2,4,5,5,3,4,3,3,5,5,4,3,4,5,5,3,5,5,5,5,1,3,3,5
453,R_0ezGuObkt7fDFLD,8,2,4,5,4,4,4,3,2,4,4,4,3,5,4,5,5,4,3,4,4,5,3,4,3,4,5,3,3,4,4
454,R_0GMxNLzDEKJtKER,1,4,4,5,5,5,4,5,4,5,3,2,3,3,2,3,4,4,4,4,5,4,4,4,4,4,3,3,4,3,4
455,R_0GMxNLzDEKJtKER,4,4,4,5,4,5,5,5,5,4,4,2,5,4,5,4,4,4,4,5,5,4,4,4,3,4,3,4,4,3,4
456,R_0ICuc3FxlqbHWLz,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,3,3,3,4,4,4,5,3,3,4,4,5,3,3,3,4
458,R_0IgTJHc43DgE6TX,4,5,4,5,3,4,4,3,5,3,3,3,5,4,3,3,3,3,3,5,4,4,3,4,3,3,5,3,3,3,3
461,R_0kY0QYFN5akQGix,4,4,4,3,4,4,4,3,4,3,3,4,3,3,3,4,3,3,3,4,4,4,3,4,3,4,4,4,4,3,3
464,R_0O3yTRUrMCrvgmV,4,3,3,4,4,4,4,3,5,2,2,3,4,3,4,4,4,4,3,4,3,4,3,5,4,4,2,2,4,4,2
466,R_0OiogvePP88cnDn,6,4,4,5,4,4,5,3,3,4,5,5,4,5,4,5,4,4,2,4,5,5,4,5,4,4,4,2,4,1,2
468,R_0P8ON75izwDhqWF,4,5,5,5,5,5,2,3,5,3,5,5,1,5,3,5,5,3,5,5,5,5,5,5,5,5,5,4,5,3,5
469,R_0P8ON75izwDhqWF,8,3,5,5,5,5,5,5,3,3,5,5,1,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5
470,R_0pJv4yyvfh57fQV,4,5,5,5,4,5,4,2,4,4,4,5,3,3,3,4,5,5,5,5,5,5,4,5,3,5,5,2,4,2,5
471,R_0pJv4yyvfh57fQV,6,5,5,5,5,5,5,2,1,3,4,5,3,3,3,4,4,5,4,4,5,5,5,5,3,5,5,2,4,3,4
472,R_0pOm0HNI7hxg3Bj,4,4,4,4,4,4,4,3,4,3,3,4,4,4,3,4,3,4,3,4,4,4,3,3,3,4,4,2,3,3,3
475,R_0ps0p7h1Efrs8vP,4,5,5,5,5,5,5,3,4,5,5,4,2,4,2,5,5,5,5,5,5,5,4,5,5,5,5,4,4,4,5
476,R_0qZkx3wowmEk74h,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
477,R_0qZkx3wowmEk74h,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
479,R_0r0S8qSNlZlgRuZ,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,3,3
481,R_0ThmdusitPMwHvT,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
483,R_0unPZ5INAInVEcl,8,3,4,3,3,2,4,1,3,3,3,4,3,3,3,4,4,4,3,3,3,5,3,3,2,4,5,1,3,3,4
485,R_0vwFSEeOHGWoXgp,8,3,5,5,4,4,4,5,3,5,4,5,3,4,3,5,5,4,5,3,4,5,4,5,4,4,5,4,4,3,3
486,R_0weKcI9mrQQoMnP,1,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
488,R_0wRyEjUWcLDbSlv,4,4,4,4,4,3,4,3,3,3,3,3,4,4,3,3,4,3,3,4,4,4,3,4,3,3,4,3,3,3,3
489,R_0wRyEjUWcLDbSlv,8,2,4,4,4,3,4,3,3,3,3,3,3,4,3,4,4,3,3,4,4,4,3,4,3,3,4,3,3,4,3
491,R_1H6Hdx8lJQ2Gjg9,4,4,4,4,4,4,4,3,4,3,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,2,3,2,3
492,R_1H8OvE7UEzpDUyN,4,5,4,5,5,4,5,4,5,5,5,4,5,4,3,5,5,4,5,5,5,5,4,5,2,5,5,4,5,2,4
494,R_1KT6zeerbzNM5Mx,4,5,5,5,4,5,4,5,5,5,5,4,3,3,3,5,4,5,4,5,5,5,3,5,5,5,5,5,4,3,5
496,R_1KW6MRpueVtqClT,4,5,5,4,5,5,5,4,4,3,4,2,4,2,3,4,3,4,4,5,4,4,4,4,3,4,4,3,4,3,4
501,R_1M8DQ9k5WSWXvYV,4,4,4,4,4,4,3,4,3,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,5,5,5,5,3,4
502,R_1QXqoJiY6MP1UMt,1,2,4,4,5,4,3,3,3,3,4,4,3,4,3,5,5,3,4,4,4,5,3,4,4,4,5,3,4,4,4
503,R_1QXqoJiY6MP1UMt,4,4,4,3,4,4,3,3,5,3,4,3,5,4,3,4,3,4,4,4,3,4,3,4,3,4,4,3,4,4,3
505,R_20tgf0L3NPadAxv,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
506,R_23I9xzodOt5yYfj,1,1,5,5,5,5,5,5,3,5,5,4,5,4,3,5,5,5,5,5,5,5,5,5,5,5,5,4,5,3,5
507,R_23I9xzodOt5yYfj,4,3,4,4,5,5,4,4,5,5,5,4,4,4,3,5,5,4,5,5,5,4,4,4,4,4,5,4,5,3,4
508,R_23KLxn71wtTax7f,4,5,3,3,3,3,4,3,3,3,3,3,3,3,3,3,5,3,3,3,3,5,3,3,3,3,3,3,3,3,3
510,R_23pKoz4ec6ad8rz,4,3,3,4,4,4,3,3,3,5,3,3,3,3,3,4,4,3,4,3,4,5,3,4,4,5,5,2,3,3,5
512,R_24wBLpTSiGzw5UN,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,3,4,4,4,4,4,4,4,4,4,4
514,R_29mLKiONYb1Ghtr,4,5,4,4,4,4,3,2,5,3,3,3,5,4,2,4,3,5,4,5,4,5,3,5,5,4,4,1,4,1,5
515,R_29mLKiONYb1Ghtr,6,3,4,4,4,4,4,2,3,4,3,2,4,4,2,4,3,4,4,4,4,3,3,4,3,4,4,1,4,4,4
516,R_29r5KBetPLMgDbv,4,5,4,5,5,5,5,5,5,5,4,4,3,4,3,5,5,4,5,5,5,5,4,5,5,4,5,4,4,2,3
521,R_2bsfI5WSByqZyJv,4,4,5,5,5,5,5,5,3,5,5,5,4,5,4,4,5,5,5,5,5,5,5,5,5,5,5,3,5,4,5
523,R_2fwOUUFoQh5tvLv,4,5,5,5,4,5,4,4,4,5,5,4,2,3,3,5,5,5,5,5,5,5,2,4,4,5,5,3,3,2,3
525,R_2huotDOeKD0N4pf,4,4,5,5,4,4,4,2,3,4,4,3,3,4,3,4,5,2,4,3,4,5,5,5,5,5,4,4,4,4,4
528,R_2ossGSl1vBvc9Nj,4,5,4,4,5,4,4,4,5,5,4,4,4,4,2,4,4,4,4,5,4,4,5,5,4,4,5,4,5,4,3
529,R_2ossGSl1vBvc9Nj,1,2,4,4,5,4,4,4,2,4,4,5,2,3,2,4,4,2,3,4,5,5,5,4,4,5,5,5,5,4,3
530,R_3CwMIvaYqj6Lbxj,4,5,5,5,5,5,5,4,5,5,5,5,3,5,3,5,5,5,5,5,5,5,5,5,5,5,5,3,4,3,3
531,R_3CwMIvaYqj6Lbxj,8,3,5,3,5,5,2,3,2,5,5,5,3,4,3,5,5,5,5,4,5,5,4,5,4,5,5,3,4,3,3
535,R_3eGggY2fnZGj3HD,4,5,5,5,5,5,3,4,3,5,5,5,1,4,2,5,5,5,5,5,5,4,4,5,5,4,5,3,4,3,5
537,R_3ERMcfRZToOjzJb,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,1,1,3,1
538,R_3h3SIUvRhsBUmtn,4,5,5,5,4,3,1,4,5,5,4,3,4,2,3,5,4,4,3,5,5,5,1,5,5,5,5,3,3,3,5
540,R_3IDRXDPm5R6CZmJ,8,2,5,5,5,3,5,3,2,5,4,4,2,3,3,5,5,4,3,4,5,5,2,4,2,5,5,2,4,3,3
541,R_3IDRXDPm5R6CZmJ,6,2,5,5,5,3,5,3,2,5,4,4,2,3,3,5,5,4,3,4,5,5,2,4,2,5,5,2,4,3,3
543,R_3Jbt2QcJyagJrXT,1,5,3,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,5,5,4,4,4,4,4
544,R_3JCSyX0CbyTV9oF,6,4,5,5,5,5,3,3,3,5,5,5,3,4,3,5,5,4,5,5,3,5,3,5,5,5,5,5,5,4,5
545,R_3JCSyX0CbyTV9oF,4,5,5,5,5,5,3,3,3,5,5,5,3,4,3,5,5,5,5,5,5,5,3,4,5,5,5,3,4,3,5
547,R_3jHs5QlFNQg6oIJ,4,2,4,4,4,4,4,2,4,3,3,4,2,4,3,3,4,4,4,4,4,4,2,3,3,4,4,1,3,3,2
549,R_3kipxeHylJTIyRT,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
551,R_3KkJSEGU23y8QqF,6,4,4,4,4,4,4,2,4,3,4,3,4,5,3,4,4,4,4,5,4,4,5,5,3,4,4,2,4,4,3
552,R_3KQ0DvTzIwj1O7z,4,4,5,5,5,5,2,5,2,4,5,5,5,3,5,5,4,5,4,5,5,4,4,5,4,5,5,5,4,4,3
554,R_3OGqil8j03AvsTr,6,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,4,3,3,3,3
559,R_3Q22dCiY2ura8sZ,4,4,3,3,4,4,4,3,4,4,3,4,3,3,3,4,3,4,3,4,4,4,3,3,4,4,4,3,3,2,3
561,R_3rrQbgZNByBTbFj,4,4,4,2,3,3,4,4,4,4,4,3,3,3,4,3,4,4,3,4,2,4,3,2,2,4,4,4,3,3,3
562,R_3t6ergHODZ4Lvoh,4,3,3,4,3,4,4,3,3,4,4,4,3,3,3,4,3,5,3,4,4,4,3,4,3,4,4,2,3,3,5
563,R_3t6ergHODZ4Lvoh,8,3,5,4,3,4,4,3,3,4,4,4,2,3,3,4,4,4,3,4,4,4,3,4,3,4,4,2,3,3,5
564,R_3Uil2zCvy5izOtf,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
565,R_3Uil2zCvy5izOtf,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
568,R_3w4yJDVyMABiRpz,4,4,4,4,4,5,4,5,4,3,5,3,2,3,4,4,4,5,5,4,3,4,5,3,4,3,4,4,4,4,5
571,R_41H5Z8qosLyBRhX,4,5,4,5,4,5,3,4,4,5,3,4,4,3,2,5,4,5,4,5,5,5,3,4,3,5,4,3,5,3,4
572,R_41wzmafBzTROtUx,4,4,4,4,4,4,5,3,5,4,5,4,3,3,3,5,5,5,5,5,5,5,4,5,5,4,5,5,4,3,4
574,R_427nYHvqal5bq05,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
576,R_42rwe8BuNqMAm0d,1,3,4,5,5,4,4,2,3,3,2,5,3,4,3,5,5,4,4,5,5,5,4,5,5,5,5,4,5,3,2
578,R_4G7JrT2aDpOX2GF,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
